TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd1,Rsvd2,Rsvd3,Rsvd4
10-09-2026,10-09-2026,CM,BSE,STK,500002,INE117A01022,ABB,A,,,,,ABB INDIA LIMITED,7434.35,7434.35,7290.1,7330,7330,7393.3,,7329,,,1945,14292177,372,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,500003,INE208C01025,AEGISLOG,A,,,,,AEGIS LOGISTICS LTD.,1354.65,1384,1300.3,1306.6,1306.6,1341.45,,1307.58,,,46253,62075089,2866,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,500008,INE885A01032,ARE&M,A,,,,,Amara Raja Energy & Mobility L,830.05,837.45,817,819.2,817.8,832.55,,819.2,,,58833,48655842,3595,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,500009,INE432A01017,AMBALALSA,T,,,,,AMBALAL SARABHAI ENTERPRISES L,42.15,42.15,41.02,41.45,41.16,42.15,,41.51,,,10674,441631,39,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,500012,INE714B01016,ANDHRAPET,X,,,,,ANDHRA PETROCHEMICALS LTD.,47.01,47.9,45.36,45.51,45.51,47.01,,45.51,,,51987,2393674,438,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,500013,INE436A01026,ANSALAPI,Z,,,,,ANSAL PROPERTIES & INFRASTRUCT,3.49,3.49,3.44,3.49,3.49,3.46,,3.39,,,8194,28350,14,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,500014,INE096A01010,UTIQUE,X,,,,,UTIQUE ENTERPRISES LIMITED,3.97,3.97,3.8,3.83,3.83,3.87,,3.83,,,5112,19806,50,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,500016,INE957C01019,ARUNAHTEL,X,,,,,ARUNA HOTELS LTD.,7.42,7.99,7.14,7.48,7.5,7.42,,7.48,,,27540,203117,47,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,500020,INE032A01023,BOMDYEING,B,,,,,BOMBAY DYEING & MFG.CO.LTD.,113.9,114.05,111.75,112.75,112.75,112.9,,112.52,,,30173,3399061,408,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,500023,INE363A01022,ASIANHOTNR,B,,,,,ASIAN HOTELS (NORTH) LIMITED,389.85,402.1,380.9,385.4,387.45,408.2,,382.41,,,844,324632,70,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,500027,INE100A01010,ATUL,A,,,,,ATUL LTD.,6225.9,6379.9,6225.9,6345.45,6346,6217.65,,6355.88,,,466,2940594,128,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,500028,INE447A01015,ATVPR,X,,,,,ATV PROJECTS INDIA LTD.,25.9,25.98,24.99,25,25,25.29,,25,,,14493,366436,95,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,500031,INE193E01025,BAJAJELEC,A,,,,,BAJAJ ELECTRICALS LTD.,341.8,345.45,335.65,338.35,339.5,339.4,,337.76,,,18495,6268580,442,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,500032,INE306A01021,BAJAJHIND,B,,,,,BAJAJ HINDUSTHAN SUGAR LIMITED,21.38,21.88,21.24,21.42,21.42,21.37,,21.4,,,1064008,22901950,2165,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,500033,INE451A01017,FORCEMOT,A,,,,,FORCE MOTORS LTD.,17410,18331,17375,18160,18160,17378.65,,18174.61,,,20335,366820578,5250,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,500034,INE296A01032,BAJFINANCE,A,,,,,BAJAJ FINANCE LIMITED,1038.15,1048.8,1036.1,1046,1046,1040,,1043.91,,,230365,240435844,6959,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,500038,INE119A01028,BALRAMCHIN,A,,,,,BALRAMPUR CHINI MILLS LTD,704,714.25,694.95,707.05,707.05,699.2,,705.2,,,78954,55716239,1993,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,500039,INE213C01025,BANCOINDIA,A,,,,,BANCO PRODUCTS (INDIA) LTD.,641,641,624.6,630.9,629.05,635.05,,628.4,,,23247,14670264,502,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,500040,INE055A01016,ABREL,A,,,,,ADITYA BIRLA REAL ESTATE LIMIT,1337.05,1345.3,1322.45,1336.5,1336.5,1341.65,,1337.34,,,3055,4072238,321,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,500041,INE459A01010,BANARISUG,B,,,,,BANNARI AMMAN SUGARS LTD.,3620,3620,3564.9,3570.2,3570.2,3682.15,,3590.13,,,20,71735,9,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,500042,INE373A01013,BASF,A,,,,,BASF INDIA LTD.,3730,3775.75,3680.95,3692.2,3680.95,3745.25,,3688.48,,,692,2572100,216,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,500043,INE176A01028,BATAINDIA,A,,,,,BATA INDIA LTD.,660.1,663.45,652.1,653.7,653.5,660.95,,653.29,,,7812,5137669,456,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,500048,INE258A01024,BEML,A,,,,,BEML LTD.,2101.65,2108.55,2025,2029.95,2029.95,2097.05,,2029.05,,,32515,66695860,1567,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,500049,INE263A01024,BEL,A,,,,,BHARAT ELECTRONICS LTD.,406.2,407,402,403,403,406.2,,404.9,,,854493,345660892,12634,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,500051,INE099C01010,BHAGGAS,XT,,,,,BHAGAWATI GAS LIMITED,7.61,7.64,7.23,7.23,7.23,7.61,,7.23,,,13143,95583,101,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,500052,INE922A01025,BEPL,B,,,,,BHANSALI ENGINEERING POLYMERS,133.75,135.9,129.6,130.5,131,133.6,,130.3,,,137661,18224781,1656,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,500058,INE819C01011,BIHSPONG,X,,,,,BIHAR SPONGE IRON LTD.,12.08,12.2,11.6,12.01,12.09,11.87,,12.01,,,13074,155409,75,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,500059,INE071A01013,BILVYAPAR,T,,,,,BIL VYAPAR LIMITED,4.12,4.12,3.88,3.95,3.95,4,,4,,,3133,12718,11,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,500060,INE800A01015,BIRLACABLE,B,,,,,Birla Cable Limited,369.85,373.3,360.15,373.3,373.3,355.55,,374.65,,,80616,29885663,1127,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,500067,INE472A01039,BLUESTARCO,A,,,,,BLUE STAR LTD.,1454.2,1519.2,1454.2,1513.6,1513.6,1455.8,,1513.99,,,29274,43803939,1625,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,500069,INE418C01012,QUESTCAP,X,,,,,QUEST CAPITAL MARKETS LIMITED,256.9,256.9,250.5,250.5,250.5,250,,250.5,,,178,44879,13,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,500074,INE110A01019,BPL,B,,,,,BPL LTD.,48.35,49,47,47.24,47.45,48.05,,47.32,,,6603,313763,108,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,500078,INE959C01023,OAL,B,,,,,ORIENTAL AROMATICS LIMITED,540.85,559,521.4,524.95,524.95,540.85,,524.79,,,7202,3890289,660,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,500083,INE281A01026,CENTEXT,B,,,,,CENTURY EXTRUSIONS LTD.,21.98,22.89,21.98,22.83,22.83,21.92,,22.8,,,46198,1043591,411,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,500084,INE486A01021,CESC,A,,,,,CESC LTD.,149.15,152.45,146.45,147.05,147.05,149.7,,147.53,,,99761,14872464,2046,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,500085,INE085A01013,CHAMBLFERT,A,,,,,CHAMBAL FERTILISERS & CHEMICAL,414,423,414,417.6,417.6,415.7,,417.74,,,41188,17274921,1634,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,500086,INE302A01020,EXIDEIND,A,,,,,EXIDE INDUSTRIES LTD.,410.05,423.95,410,420.8,420.8,410.9,,420.85,,,232069,97485396,5231,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,500087,INE059A01026,CIPLA,A,,,,,CIPLA LTD.,1364.5,1380,1363.95,1380,1380,1368,,1373.34,,,15545,21324149,1195,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,500089,INE303A01010,DICIND,B,,,,,DIC INDIA LTD.,618.9,618.9,600.3,600.35,600.35,618.9,,601.08,,,213,128880,54,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,500092,INE007A01025,CRISIL,A,,,,,CRISIL LTD.,4699.95,4778.05,4682.15,4720.35,4718.7,4682.85,,4721.66,,,834,3941795,225,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,500093,INE067A01029,CGPOWER,A,,,,,CG Power and Industrial Soluti,927.05,930.6,906,908,908,927,,914.51,,,134771,123465695,5045,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,500096,INE016A01026,DABUR,A,,,,,DABUR INDIA LTD.,369.55,377.65,368.45,377.5,377.5,372,,376.46,,,81355,30414192,2525,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,500097,INE495A01022,DALMIASUG,B,,,,,DALMIA BHARAT SUGAR AND INDUST,404.35,442.75,404.35,433.45,431.1,432.85,,431.57,,,8103,3530392,294,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,500101,INE034A01011,ARVIND,A,,,,,ARVIND LTD.,585.9,585.9,484,569.6,570,571.85,,569.8,,,15023,8622259,796,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,500103,INE257A01026,BHEL,A,,,,,BHARAT HEAVY ELECTRICALS LTD.,433.75,435.6,427.35,432,432,433.3,,429.55,,,344714,148700094,4213,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,500104,INE094A01015,HINDPETRO,A,,,,,HINDUSTAN PETROLEUM CORPORATIO,346.95,354,346.9,354,354,349,,352.72,,,161738,56833098,2708,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,500106,INE039A01010,IFCI,A,,,,,IFCI LTD.,89.21,90.38,84.61,85.14,85.14,89.04,,85.15,,,7057166,614968079,32155,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,500108,INE153A01019,MTNL,B,,,,,MAHANAGAR TELEPHONE NIGAM LTD.,25.05,25.45,24.97,25.14,25.16,25.21,,25.1,,,71886,1811858,257,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,500109,INE103A01014,MRPL,A,,,,,MANGALORE REFINERY & PETROCHEM,185.2,191.95,148.1,181.35,181.1,184.25,,181.32,,,1199285,221705498,11687,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,500110,INE178A01016,CHENNPETRO,A,,,,,CHENNAI PETROLEUM CORPORATION,1602.95,1660.6,1571.1,1625.9,1625.9,1602.95,,1626.38,,,209784,338770019,8449,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,500112,INE062A01020,SBIN,A,,,,,STATE BANK OF INDIA,1001.75,1011.9,1001.5,1004.5,1004.5,1001.6,,1009.41,,,303789,305757015,13031,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,500113,INE114A01011,SAIL,A,,,,,STEEL AUTHORITY OF INDIA LTD.,186.65,187.25,183,184,184,186.25,,183.75,,,234122,43361497,3255,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,500114,INE280A01028,TITAN,A,,,,,TITAN COMPANY LIMITED,5005,5021.5,4976,5010,5010,4989.8,,5020.37,,,27133,135777320,3454,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,500116,INE008A01015,IDBI,A,,,,,IDBI BANK LTD.,81.79,82.43,81.06,81.6,81.6,81.63,,81.62,,,780233,63882432,3561,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,500117,INE500A01029,DCW,B,,,,,DCW LTD.,48.1,48.8,46.89,47.02,47.02,48.14,,47.06,,,74368,3540993,457,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,500119,INE041A01016,DHAMPURSUG,B,,,,,DHAMPUR SUGAR MILLS LTD.,170.85,172.25,165.4,166.45,166.45,170.85,,166.33,,,20766,3507881,314,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,500120,INE591D01014,DIAMINESQ,B,,,,,DIAMINES & CHEMICALS LTD.,255.05,260,249.75,253.5,253.5,254.65,,258.09,,,93,23644,23,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,500123,INE280B01018,ELANTAS,B,,,,,ELANTAS BECK INDIA LTD.,13685.1,13877.85,13303.1,13398.2,13305,13613.35,,13397.05,,,219,2958419,93,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,500124,INE089A01031,DRREDDY,A,,,,,DR.REDDYS LABORATORIES LTD.,1143.2,1147.25,1135.2,1140.8,1140.8,1143.2,,1143,,,24597,28047689,1421,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,500125,INE126A01031,EIDPARRY,A,,,,,E.I.D.-PARRY (INDIA) LTD.,755,761.95,719.55,734.15,735.55,756,,733.95,,,14142,10519048,809,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,500126,INE199A01012,PGHL,A,,,,,PROCTER & GAMBLE HEALTH LIMITE,5444,5501.2,5413.5,5421.6,5413.5,5476.1,,5425.27,,,390,2126382,91,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,500128,INE086A01029,ELECTCAST,A,,,,,ELECTROSTEEL CASTINGS LTD.,78.6,80.49,78.6,80.08,79.88,78.23,,79.87,,,73042,5809202,636,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,500133,INE284A01012,ESABINDIA,B,,,,,ESAB INDIA LTD.,5889.3,5918.05,5809.75,5831.7,5832.4,5935.75,,5824.06,,,261,1540848,59,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,500135,INE255A01020,EPL,A,,,,,EPL LIMITED,249.9,251.15,244.5,245.65,244.5,245.9,,245.25,,,73689,18138928,813,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,500136,INE778B01029,ESTER,B,,,,,ESTER INDUSTRIES LTD.,91.98,92.54,90.26,90.76,90.8,90.84,,90.55,,,2137,193964,42,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,500142,INE512A01016,FGP,XT,,,,,FGP LTD.,13.36,13.36,12.81,13.36,13.36,13.36,,13.36,,,278,3589,4,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,500143,INE160F01013,PHCAP,XT,,,,,P H CAPITAL LIMITED,1060,1060,1030,1051.6,1059,1036.55,,1051.6,,,847,889216,231,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,500144,INE235A01022,FINCABLES,A,,,,,FINOLEX CABLES LTD.,1355,1428,1337.6,1420.5,1420.5,1352.55,,1418.51,,,88752,123222133,4637,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,500147,INE515A01019,COCKERILL,B,,,,,JOHN COCKERILL INDIA LIMITED,8100,8289.85,7999,8026.45,7999.85,8124,,8009.67,,,325,2645266,125,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,500148,INE516A01017,UFLEX,B,,,,,UFLEX LTD.,682,694.55,671.15,673.85,674,678.6,,672.62,,,4557,3084377,164,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,500150,INE519A01011,FOSECOIND,B,,,,,FOSECO INDIA LTD.,6119.5,6318.65,6119.5,6194.15,6172.45,6072.05,,6194,,,319,1994429,91,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,500151,INE973A01010,GOLDENTOBC,Z,,,,,GOLDEN TOBACCO LTD.,26,26,24.01,24.01,24.01,25.27,,24.5,,,1063,25635,11,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,500153,INE388A01029,GANESHBE,T,,,,,GANESH BENZOPLAST LTD.,130,135,125.35,134.25,134,129.25,,133.6,,,37268,4967832,245,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,500159,INE085D01033,METROGLOBL,B,,,,,METROGLOBAL LIMITED,139.75,142.5,139.75,141.9,142.5,140.45,,141.06,,,123,17407,6,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,500160,INE043A01012,GTL,B,,,,,GTL LTD.,7.23,7.28,7.1,7.23,7.27,7.14,,7.21,,,38192,276335,123,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,500163,INE260B01028,GODFRYPHLP,A,,,,,GODFREY PHILLIPS INDIA LTD.,1978.55,2002,1965,1971,1971,1976,,1971.99,,,9855,19513331,1162,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,500164,INE233A01035,GODREJIND,A,,,,,GODREJ INDUSTRIES LTD.,1132,1133.95,1120.05,1123.2,1128.4,1132.45,,1122.35,,,2997,3375155,221,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,500165,INE531A01024,KANSAINER,A,,,,,KANSAI NEROLAC PAINTS LTD.,189.85,192.15,189.65,190.8,190.9,191.2,,191.1,,,6626,1261963,220,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,500166,INE300A01016,GOODRICKE,X,,,,,GOODRICKE GROUP LTD.,222.95,229.8,220.1,221,221,222.2,,221,,,27859,6211813,129,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,500168,INE533A01012,GOODYEAR,B,,,,,GOODYEAR INDIA LTD.,748,748,723.15,724.95,723.15,729.2,,724.71,,,212,154808,80,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,500170,INE537A01013,GTNINDS,X,,,,,GTN INDUSTRIES LTD.,23.27,24.38,22.95,23.4,23.4,24.38,,23.4,,,2010,46982,21,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,500171,INE539A01019,GHCL,A,,,,,GHCL LTD.,426.35,428,421.75,425.05,424.95,426.3,,424.71,,,3607,1531664,521,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,500173,INE538A01037,GFLLIMITED,B,,,,,GFL LIMITED,58.23,59.89,57.44,58.11,57.75,57.12,,58.44,,,8569,499668,255,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,500174,INE540A01017,GLFL,B,,,,,GUJARAT LEASE FINANCING LTD.,5.59,5.59,5.32,5.33,5.33,5.6,,5.26,,,885,4723,10,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,500178,INE905C01034,HARCR,XT,,,,,HARIG CRANKSHAFTS LTD.,31.23,31.23,31.23,31.23,31.23,30.62,,31.23,,,165,5152,11,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,500179,INE236A01020,HCL-INSYS,B,,,,,HCL INFOSYSTEMS LTD.,10.16,10.25,10.01,10.1,10.1,10.11,,10.11,,,74786,759176,487,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,500180,INE040A01034,HDFCBANK,A,,,,,HDFC BANK LTD.,687.25,694.5,686.2,694,694,687.25,,693.82,,,1421203,981430157,38245,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,500182,INE158A01026,HEROMOTOCO,A,,,,,HERO MOTOCORP LTD.,5221.95,5280,5172,5280,5280,5238,,5280,,,190916,1001954315,3792,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,500183,INE548A01028,HFCL,T,,,,,HFCL LIMITED,240.95,245.6,233.5,233.6,233.6,245.75,,233.34,,,540220,127585388,6321,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,500184,INE019C01026,HSCL,A,,,,,Himadri Speciality Chemical Lt,666,675,661.7,663.8,664,665.7,,663.75,,,42528,28321846,818,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,500185,INE549A01026,HCC,A,,,,,HINDUSTAN CONSTRUCTION CO.LTD.,23.37,23.62,22.65,22.82,22.82,23.44,,22.81,,,1413941,32582508,1929,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,500186,INE345A01011,HINDOILEXP,B,,,,,HINDUSTAN OIL EXPLORATION CO.L,192.85,196.15,187,187.7,188,195.65,,187.66,,,55240,10510717,1072,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,500187,INE415A01038,AGI,B,,,,,AGI GREENPAC LIMITED,801,801,761.1,773.05,777.8,796.35,,777.89,,,9227,7193777,558,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,500188,INE267A01025,HINDZINC,A,,,,,HINDUSTAN ZINC LTD.,609,610.95,592.25,593.8,593.8,606,,593.63,,,391819,235866485,9331,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,500189,INE353A01023,NDLVENTURE,B,,,,,NDL Ventures Limited,121.75,128.8,121.75,126,126,125.5,,126.46,,,263,33772,7,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,500191,INE262A01018,HMT,Z,,,,,HMT LTD.,65.1,66.8,63.7,63.95,63.95,66.77,,63.93,,,3712,239916,66,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,500192,INE962B01011,PRAGBOS,X,,,,,PRAG BOSIMI SYNTHETICS LTD.,2.08,2.19,2.01,2.03,2.03,2.08,,2.03,,,8892,18347,40,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,500193,INE102A01024,HLVLTD,B,,,,,HLV LIMITED,6.4,6.55,6.3,6.39,6.39,6.47,,6.38,,,28883,184351,167,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,500199,INE204A01010,IGPL,B,,,,,I G PETROCHEMICALS LTD.,553.5,565.7,551.6,553.1,552.25,557.15,,553.49,,,2693,1505447,145,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,500201,INE560A01023,INDIAGLYCO,T,,,,,INDIA GLYCOLS LTD.,318,323.25,295,311.25,311.25,307.9,,310.42,,,90031,28699411,1260,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,500202,INE333C01013,INDLEASE,X,,,,,INDIA LEASE DEVELOPMENT LTD.,7.87,7.87,7.5,7.51,7.5,7.87,,7.51,,,166,1299,6,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,500206,INE680B01019,MARGOFIN,X,,,,,MARGO FINANCE LIMITED,61.01,63,61.01,62.99,62.99,64.69,,62.99,,,435,27196,12,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,500207,INE156A01020,INDORAMA,B,,,,,INDO RAMA SYNTHETICS (INDIA) L,85.79,90,81.77,82.74,82.74,86.14,,82.91,,,220225,18831131,2041,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,500209,INE009A01021,INFY,A,,,,,INFOSYS LTD.,1036.55,1046.5,1028,1031.55,1031.55,1035,,1036.29,,,350541,362971788,14446,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,500210,INE177A01018,INGERRAND,B,,,,,INGERSOLL-RAND (INDIA) LTD.,4680.05,4712.35,4566.6,4601.75,4601.75,4676.8,,4604.54,,,964,4435601,204,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,500213,INE262B01016,ITHL,X,,,,,INTERNATIONAL TRAVEL HOUSE LTD,282.2,289,278.2,281.85,281.85,281.15,,281.85,,,4572,1308039,94,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,500214,INE570A01022,IONEXCHANG,A,,,,,ION EXCHANGE (INDIA) LTD.,434.65,448.8,433.35,435.05,437,438.55,,435.43,,,38842,17106178,1177,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,500215,INE209A01019,SUNDROP,B,,,,,SUNDROP BRANDS LIMITED,665,682.8,663.8,670.75,670.75,667,,669.18,,,307,205887,34,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,500219,INE175A01038,JISLJALEQS,A,,,,,JAIN IRRIGATION SYSTEMS LTD.,30.24,30.87,29.77,30.01,30.01,30.52,,30.02,,,156761,4739296,469,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,500220,INE711C01028,JASCH,XT,,,,,JASCH INDUSTRIES LTD.,284,294.2,284,289,289,281.2,,289,,,1110,321326,25,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,500227,INE197D01010,JINDALPOLY,B,,,,,JINDAL POLY FILMS LIMITED,678,690,674,675.1,675.15,673.7,,676.8,,,1181,801903,126,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,500228,INE019A01038,JSWSTEEL,A,,,,,JSW STEEL LTD.,1304.1,1311,1292.7,1308,1308,1310.35,,1304.02,,,20883,27155635,1173,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,500233,INE217B01036,KAJARIACER,A,,,,,KAJARIA CERAMICS LTD.,1232.25,1254.6,1229.25,1244,1244.4,1240.35,,1243.91,,,5517,6875400,375,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,500234,INE437B01014,KAKATCEM,B,,,,,KAKATIYA CEMENT SUGAR & INDUST,115,115,108.15,111,111,110,,109.42,,,650,73128,11,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,500235,INE907A01026,KSL,B,,,,,KALYANI STEELS LTD.,909.95,992.6,909.95,966.8,967,914.85,,968.13,,,30108,29187226,1858,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,500236,INE252C01023,KANELIND,XT,,,,,KANEL INDUSTRIES LIMITED,79.87,79.87,75.9,77.26,78.9,79.87,,77.26,,,370,28147,24,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,500238,INE716A01013,WHIRLPOOL,A,,,,,WHIRLPOOL OF INDIA LTD.,793.85,799.15,788.45,795.55,797.25,793.8,,795.65,,,5053,4006153,236,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,500239,INE104A01012,KGDENIM,X,,,,,KG DENIM LTD.,15,15,13.5,14.03,14.03,14.46,,14.03,,,7163,100347,57,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,500240,INE266B01017,KINETICENG,XT,,,,,KINETIC ENGINEERING LTD.,221.7,232.75,220,232.75,232.75,221.7,,232.75,,,31125,7135926,238,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,500241,INE732A01036,KIRLOSBROS,A,,,,,KIRLOSKAR BROTHERS LTD.,1850.15,1853.2,1815,1818.65,1815.1,1849,,1818.31,,,1436,2635382,134,F1,1,,,,,
10-09-2026,10-09-2026,CM,BSE,STK,500243,INE250A01039,KIRLOSIND,B,,,,,KIRLOSKAR INDUSTRIES LTD,3610,3620.5,3571,3580.65,3600,3646.5,,3576.9,,,44,158308,22,F1,1,,,,,
